"","RequestType","total.income","race","count"
"1233","Report Water Waste",21075,"AfricanAmerican",10
"1234","Report Water Waste",21211,"AfricanAmerican",7
"1235","Report Water Waste",21227,"Asian",12
"1236","Report Water Waste",21259,"White",8
"1237","Report Water Waste",21532,"Hispanic",95
"1238","Report Water Waste",22045,"Hispanic",8
"1239","Report Water Waste",22228,"AfricanAmerican",10
"1240","Report Water Waste",22309,"Hispanic",8
"1241","Report Water Waste",22418,"Hispanic",15
"1242","Report Water Waste",22518,"Hispanic",20
"1243","Report Water Waste",22638,"Hispanic",7
"1244","Report Water Waste",22834,"Hispanic",16
"1245","Report Water Waste",22865,"Hispanic",26
"1246","Report Water Waste",22996,"Hispanic",21
"1247","Report Water Waste",23083,"Hispanic",21
"1248","Report Water Waste",23466,"Hispanic",4
"1249","Report Water Waste",23575,"Hispanic",14
"1250","Report Water Waste",24545,"Hispanic",2
"1251","Report Water Waste",24941,"Hispanic",15
"1252","Report Water Waste",25827,"Hispanic",8
"1253","Report Water Waste",25904,"Hispanic",7
"1254","Report Water Waste",25933,"Hispanic",34
"1255","Report Water Waste",26105,"Hispanic",9
"1256","Report Water Waste",26415,"White",4
"1257","Report Water Waste",26438,"Hispanic",5
"1258","Report Water Waste",27088,"Hispanic",1
"1259","Report Water Waste",27546,"White",38
"1260","Report Water Waste",28625,"White",1
"1261","Report Water Waste",29086,"White",4
"1262","Report Water Waste",30460,"White",6
"1263","Report Water Waste",31003,"White",11
"1264","Report Water Waste",31613,"White",5
"1265","Report Water Waste",31675,"Asian",8
"1266","Report Water Waste",32432,"White",10
"1267","Report Water Waste",33629,"White",37
"1268","Report Water Waste",33953,"White",11
"1269","Report Water Waste",34831,"Hispanic",21
"1270","Report Water Waste",35388,"White",2
"1271","Report Water Waste",35633,"White",7
"1272","Report Water Waste",36258,"White",16
"1273","Report Water Waste",37156,"White",9
"1274","Report Water Waste",37776,"White",23
"1275","Report Water Waste",38518,"White",26
"1276","Report Water Waste",39311,"White",5
"1277","Report Water Waste",39509,"White",2
"1278","Report Water Waste",39664,"White",5
"1279","Report Water Waste",40243,"White",2
"1280","Report Water Waste",40362,"White",7
"1281","Report Water Waste",40631,"White",23
"1282","Report Water Waste",42001,"White",2
"1283","Report Water Waste",42628,"White",5
"1284","Report Water Waste",42940,"White",362
"1285","Report Water Waste",42963,"White",35
"1286","Report Water Waste",43672,"White",27
"1287","Report Water Waste",44314,"White",11
"1288","Report Water Waste",44887,"White",17
"1289","Report Water Waste",47068,"White",20
"1290","Report Water Waste",48321,"White",9
"1291","Report Water Waste",48605,"White",18
"1292","Report Water Waste",50272,"White",20
"1293","Report Water Waste",51183,"White",11
"1294","Report Water Waste",53286,"White",15
"1295","Report Water Waste",53733,"White",4
"1296","Report Water Waste",61464,"White",8
"1297","Report Water Waste",61485,"White",8
"1298","Report Water Waste",63516,"White",2
"1299","Report Water Waste",63733,"White",3
"1300","Report Water Waste",66707,"White",1
"1301","Report Water Waste",69602,"White",11
"1302","Report Water Waste",75404,"White",12
"1303","Single Streetlight Issue",2870,"White",4
"1304","Single Streetlight Issue",3309,"White",13
"1305","Single Streetlight Issue",12156,"Hispanic",151
"1306","Single Streetlight Issue",12324,"Hispanic",14
"1307","Single Streetlight Issue",12679,"Hispanic",246
"1308","Single Streetlight Issue",14416,"AfricanAmerican",181
"1309","Single Streetlight Issue",15022,"Hispanic",157
"1310","Single Streetlight Issue",15239,"Hispanic",185
"1311","Single Streetlight Issue",15325,"Asian",458
"1312","Single Streetlight Issue",15333,"Hispanic",156
"1313","Single Streetlight Issue",15440,"Hispanic",206
"1314","Single Streetlight Issue",15495,"Hispanic",76
"1315","Single Streetlight Issue",15507,"Hispanic",54
"1316","Single Streetlight Issue",15632,"Hispanic",191
"1317","Single Streetlight Issue",15653,"Hispanic",69
"1318","Single Streetlight Issue",15871,"Hispanic",356
"1319","Single Streetlight Issue",15932,"Hispanic",69
"1320","Single Streetlight Issue",15997,"Hispanic",109
"1321","Single Streetlight Issue",16128,"Hispanic",196
"1322","Single Streetlight Issue",16295,"Hispanic",16
"1323","Single Streetlight Issue",16537,"Hispanic",142
"1324","Single Streetlight Issue",16659,"Hispanic",88
"1325","Single Streetlight Issue",16956,"White",250
"1326","Single Streetlight Issue",16970,"Hispanic",39
"1327","Single Streetlight Issue",17163,"Hispanic",106
"1328","Single Streetlight Issue",17239,"Hispanic",75
"1329","Single Streetlight Issue",17269,"White",137
"1330","Single Streetlight Issue",17312,"Hispanic",193
"1331","Single Streetlight Issue",18407,"Hispanic",65
"1332","Single Streetlight Issue",18537,"Hispanic",146
"1333","Single Streetlight Issue",18783,"Hispanic",168
"1334","Single Streetlight Issue",18932,"Hispanic",297
"1335","Single Streetlight Issue",19067,"Hispanic",201
"1336","Single Streetlight Issue",19103,"Hispanic",82
"1337","Single Streetlight Issue",19309,"Hispanic",249
"1338","Single Streetlight Issue",20122,"Hispanic",128
"1339","Single Streetlight Issue",20135,"Hispanic",125
"1340","Single Streetlight Issue",20210,"Hispanic",83
"1341","Single Streetlight Issue",20401,"Hispanic",206
"1342","Single Streetlight Issue",20468,"Hispanic",32
"1343","Single Streetlight Issue",20820,"Hispanic",340
"1344","Single Streetlight Issue",21075,"AfricanAmerican",105
"1345","Single Streetlight Issue",21211,"AfricanAmerican",108
"1346","Single Streetlight Issue",21227,"Asian",93
"1347","Single Streetlight Issue",21259,"White",194
"1348","Single Streetlight Issue",21532,"Hispanic",145
"1349","Single Streetlight Issue",22045,"Hispanic",135
"1350","Single Streetlight Issue",22228,"AfricanAmerican",95
"1351","Single Streetlight Issue",22309,"Hispanic",73
"1352","Single Streetlight Issue",22418,"Hispanic",80
"1353","Single Streetlight Issue",22518,"Hispanic",117
"1354","Single Streetlight Issue",22638,"Hispanic",89
"1355","Single Streetlight Issue",22834,"Hispanic",204
"1356","Single Streetlight Issue",22865,"Hispanic",218
"1357","Single Streetlight Issue",22981,"Hispanic",23
"1358","Single Streetlight Issue",22996,"Hispanic",35
"1359","Single Streetlight Issue",23083,"Hispanic",241
"1360","Single Streetlight Issue",23466,"Hispanic",106
"1361","Single Streetlight Issue",23575,"Hispanic",101
"1362","Single Streetlight Issue",24545,"Hispanic",39
"1363","Single Streetlight Issue",24941,"Hispanic",182
"1364","Single Streetlight Issue",25827,"Hispanic",160
"1365","Single Streetlight Issue",25904,"Hispanic",108
"1366","Single Streetlight Issue",25933,"Hispanic",105
"1367","Single Streetlight Issue",26105,"Hispanic",61
"1368","Single Streetlight Issue",26337,"Hispanic",22
"1369","Single Streetlight Issue",26415,"White",36
"1370","Single Streetlight Issue",26438,"Hispanic",59
"1371","Single Streetlight Issue",27088,"Hispanic",32
"1372","Single Streetlight Issue",27546,"White",196
"1373","Single Streetlight Issue",28625,"White",8
"1374","Single Streetlight Issue",29086,"White",101
"1375","Single Streetlight Issue",30460,"White",63
"1376","Single Streetlight Issue",31003,"White",119
"1377","Single Streetlight Issue",31613,"White",33
"1378","Single Streetlight Issue",31675,"Asian",23
"1379","Single Streetlight Issue",32432,"White",157
"1380","Single Streetlight Issue",33629,"White",94
"1381","Single Streetlight Issue",33730,"White",12
"1382","Single Streetlight Issue",33953,"White",62
"1383","Single Streetlight Issue",34831,"Hispanic",219
"1384","Single Streetlight Issue",35026,"White",2
"1385","Single Streetlight Issue",35388,"White",6
"1386","Single Streetlight Issue",35633,"White",117
"1387","Single Streetlight Issue",36258,"White",118
"1388","Single Streetlight Issue",37156,"White",332
"1389","Single Streetlight Issue",37776,"White",176
"1390","Single Streetlight Issue",38518,"White",151
"1391","Single Streetlight Issue",39311,"White",131
"1392","Single Streetlight Issue",39509,"White",31
"1393","Single Streetlight Issue",39664,"White",65
"1394","Single Streetlight Issue",40243,"White",3
"1395","Single Streetlight Issue",40362,"White",154
"1396","Single Streetlight Issue",40631,"White",312
"1397","Single Streetlight Issue",42001,"White",8
"1398","Single Streetlight Issue",42578,"White",1
"1399","Single Streetlight Issue",42628,"White",89
"1400","Single Streetlight Issue",42940,"White",399
"1401","Single Streetlight Issue",42963,"White",284
"1402","Single Streetlight Issue",43672,"White",210
"1403","Single Streetlight Issue",44136,"White",1
"1404","Single Streetlight Issue",44314,"White",227
"1405","Single Streetlight Issue",44717,"AfricanAmerican",1
"1406","Single Streetlight Issue",44887,"White",340
"1407","Single Streetlight Issue",47068,"White",80
"1408","Single Streetlight Issue",48321,"White",148
"1409","Single Streetlight Issue",48605,"White",88
"1410","Single Streetlight Issue",50272,"White",410
"1411","Single Streetlight Issue",50613,"White",1
"1412","Single Streetlight Issue",51183,"White",137
"1413","Single Streetlight Issue",52538,"White",3
"1414","Single Streetlight Issue",53286,"White",251
"1415","Single Streetlight Issue",53564,"White",2
"1416","Single Streetlight Issue",53733,"White",25
"1417","Single Streetlight Issue",61464,"White",129
"1418","Single Streetlight Issue",61485,"White",435
"1419","Single Streetlight Issue",63516,"White",42
"1420","Single Streetlight Issue",63733,"White",18
"1421","Single Streetlight Issue",64156,"White",7
"1422","Single Streetlight Issue",66707,"White",38
"1423","Single Streetlight Issue",69602,"White",198
"1424","Single Streetlight Issue",75404,"White",107
