geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
86000US91008,91008,1149,178,999,131,648,112,24,21,3,4,297,83,0,12,0,12,27,20,0,12,27,20,150,78,101,50,0,12,2,4,0,12,0,12,43,59,4,4,4,4,0,12
86000US91010,91010,25797,482,13058,839,6532,650,1929,452,66,52,3845,570,0,23,34,42,652,229,55,57,597,214,12739,877,6772,802,35,48,112,91,83,61,11,19,5258,972,468,248,388,238,80,47
86000US91011,91011,20671,163,19257,420,12917,482,43,49,8,14,5709,442,0,23,37,56,543,201,0,23,543,201,1414,381,1201,383,0,23,0,23,0,23,0,23,92,63,121,94,121,94,0,23
86000US91016,91016,42235,710,25099,1025,16459,972,2345,599,91,72,5083,508,9,14,97,85,1015,358,7,12,1008,358,17136,1049,8889,1126,180,147,84,92,66,63,0,26,7022,1030,895,350,365,193,530,299
86000US91020,91020,9249,761,7779,776,4542,562,102,60,54,67,2717,511,117,183,10,18,237,134,14,22,223,128,1470,512,973,439,16,24,0,17,0,17,0,17,411,268,70,62,70,62,0,17
86000US91024,91024,11060,52,9475,335,7726,385,169,110,6,10,1166,263,46,69,44,45,318,137,23,30,295,133,1585,335,648,273,0,19,0,19,0,19,0,19,818,343,119,116,102,112,17,32
86000US91030,91030,25914,36,20360,569,10574,627,547,217,48,56,7978,653,43,48,76,60,1094,342,56,63,1038,336,5554,569,3638,689,0,23,53,67,57,56,0,23,1157,375,649,332,454,315,195,117
86000US91040,91040,20017,917,14672,825,12359,826,259,176,12,17,1573,373,0,19,60,54,409,248,28,32,381,247,5345,640,4216,646,9,13,27,30,45,53,0,19,785,289,263,149,140,104,123,104
86000US91042,91042,28126,1192,20582,1020,16202,1022,763,292,88,85,2439,433,143,181,78,93,869,265,62,99,807,258,7544,901,3870,719,0,23,10,13,0,23,14,20,3392,763,258,137,126,83,132,127
86000US91046,91046,168,67,168,67,130,58,0,12,0,12,38,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
86000US91101,91101,21098,951,15708,889,8517,716,1683,517,25,33,4769,725,27,29,47,41,640,207,16,25,624,195,5390,781,3996,650,24,27,45,57,141,215,0,23,897,435,287,195,178,160,109,99
86000US91103,91103,27684,1230,13718,873,5510,563,5541,675,7,15,2112,474,23,30,18,27,507,219,25,28,482,216,13966,1145,9459,1320,151,90,17,29,8,13,0,23,4109,893,222,90,136,82,86,59
86000US91104,91104,38421,1360,23467,1246,15410,1031,4072,707,7,11,2891,650,22,34,52,50,1013,264,72,57,941,260,14954,879,11257,928,260,150,9,12,60,42,0,26,2594,786,774,312,332,167,442,275
86000US91105,91105,11373,597,9630,596,6804,560,563,234,3,9,1889,298,0,19,63,47,308,145,0,19,308,145,1743,339,1141,228,0,19,83,89,11,17,0,19,438,245,70,107,65,105,5,9
86000US91106,91106,24861,1173,17315,1035,9907,815,1200,309,33,38,4977,612,21,34,399,307,778,284,31,52,747,279,7546,1068,5137,784,43,59,80,92,43,63,12,18,1970,845,261,157,107,84,154,123
86000US91107,91107,31828,1056,24565,927,14768,872,2042,441,36,28,6750,559,0,26,64,63,905,216,43,44,862,215,7263,723,4975,700,29,29,74,81,73,43,0,26,1771,484,341,124,205,80,136,94
86000US91108,91108,13613,280,12304,554,5258,597,17,41,0,19,6675,466,43,54,113,101,198,93,0,19,198,93,1309,432,728,273,0,19,11,18,15,21,0,19,529,413,26,45,26,45,0,19
86000US91201,91201,22985,796,19094,869,16018,966,349,223,17,31,2312,464,0,23,7,11,391,138,82,67,309,145,3891,639,2201,520,31,34,67,101,14,21,0,23,1326,623,252,121,172,104,80,61
86000US91202,91202,23007,895,20783,963,16367,978,244,133,77,101,3297,425,10,15,34,53,754,229,101,89,653,194,2224,322,1536,297,0,23,5,11,36,41,0,23,440,184,207,104,112,65,95,85
86000US91203,91203,13740,740,10952,654,8029,669,46,32,0,19,2513,377,0,19,15,25,349,162,17,16,332,155,2788,462,1869,409,0,19,0,19,0,19,0,19,860,388,59,69,18,27,41,64
86000US91204,91204,16292,764,10774,728,7150,619,397,192,104,127,2698,387,0,19,47,75,378,188,32,42,346,186,5518,761,3692,644,10,15,14,21,45,43,0,19,1598,517,159,95,108,86,51,49
86000US91205,91205,38138,1154,28444,1132,22365,1207,565,211,29,29,4816,485,0,26,126,101,543,164,62,47,481,156,9694,954,6557,801,173,97,85,71,88,69,0,26,2340,497,451,186,225,112,226,140
86000US91206,91206,33706,990,28793,1091,22116,1029,272,140,28,35,5450,608,79,74,6,9,842,228,80,87,762,220,4913,565,2995,563,72,91,0,26,164,163,0,26,1286,500,396,233,125,114,271,196
86000US91207,91207,10334,790,9340,714,7403,682,7,6,11,19,1441,334,0,19,0,19,478,281,171,174,307,195,994,513,771,503,0,19,49,76,0,19,0,19,132,93,42,36,42,36,0,19
86000US91208,91208,16548,836,15022,839,11460,853,100,114,86,92,2975,598,0,19,0,19,401,291,0,19,401,291,1526,297,1205,343,10,19,16,25,25,39,0,19,224,166,46,58,15,30,31,49
86000US91210,91210,614,293,563,282,519,287,13,21,0,12,31,26,0,12,0,12,0,12,0,12,0,12,51,57,51,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
86000US91214,91214,31078,918,27420,894,17887,716,109,110,100,76,8610,824,0,26,0,26,714,214,0,26,714,214,3658,509,2027,503,6,10,0,26,14,24,0,26,1074,314,537,188,469,180,68,63
86000US91301,91301,26439,718,23159,1001,20320,966,381,226,22,25,1753,338,32,51,49,50,602,223,27,32,575,223,3280,729,2106,595,0,23,0,23,29,33,0,23,827,598,318,226,237,216,81,59
86000US91302,91302,25165,622,23603,751,19523,889,510,311,24,38,2230,430,9,14,11,16,1296,401,7,11,1289,398,1562,425,1326,399,0,23,0,23,16,21,0,23,163,95,57,48,41,45,16,19
86000US91303,91303,27827,986,10478,611,5901,457,1036,341,31,35,3011,509,33,39,15,23,451,183,49,82,402,167,17349,1050,12434,1188,26,24,91,78,23,26,23,46,4393,996,359,214,113,60,246,201
86000US91304,91304,53517,1734,30504,1186,18541,1044,1887,463,265,172,8377,932,52,69,65,91,1317,448,66,67,1251,442,23013,1480,7845,1102,70,79,91,98,256,178,0,29,13686,1607,1065,397,915,377,150,116
86000US91306,91306,48707,1319,24724,1132,12395,723,2394,675,78,82,8424,836,21,23,24,26,1388,350,122,87,1266,320,23983,1323,8536,1375,40,32,120,77,67,61,10,14,14034,1422,1176,342,985,299,191,149
86000US91307,91307,25597,996,21792,1017,16060,848,673,265,281,157,3691,526,0,23,18,21,1069,309,28,47,1041,290,3805,600,2259,501,40,61,0,23,52,63,0,23,720,269,734,356,433,301,301,258
86000US91311,91311,37769,1058,28917,997,19302,858,1174,304,12,17,7122,888,22,25,67,52,1218,333,101,113,1117,326,8852,846,4705,739,33,36,82,83,87,71,0,26,3061,615,884,318,656,325,228,118
86000US91316,91316,28190,1188,24684,1077,20099,1106,1118,485,21,25,1906,376,16,24,0,23,1524,506,296,346,1228,356,3506,663,2695,609,40,41,7,11,0,23,0,23,659,387,105,101,54,62,51,78
86000US91321,91321,34576,1124,18481,1084,13709,907,988,367,20,24,2627,499,7,12,47,44,1083,341,44,30,1039,343,16095,1159,10868,1189,89,88,250,170,70,77,0,26,4153,951,665,269,163,93,502,235
86000US91324,91324,29178,1372,17591,974,10622,953,1817,570,0,23,4550,532,3,5,24,27,575,280,53,46,522,282,11587,1248,4503,921,110,99,61,54,80,89,0,23,6293,1179,540,205,322,137,218,139
86000US91325,91325,32823,1168,22650,1013,13371,732,2589,646,92,99,5456,677,61,59,70,65,1011,356,307,284,704,190,10173,834,5775,864,87,89,35,57,29,25,12,19,3911,695,324,179,308,176,16,18
86000US91326,91326,36024,1007,30929,951,17636,916,1417,520,217,145,10309,872,252,197,102,97,996,336,104,102,892,319,5095,751,2965,590,30,46,0,26,22,27,0,26,1752,483,326,190,214,158,112,102
86000US91330,91330,2708,283,1860,177,908,114,367,119,0,12,472,108,0,12,5,10,108,59,7,14,101,59,848,207,192,78,4,9,8,14,7,12,0,12,565,182,72,42,58,38,14,19
86000US91331,91331,102367,2707,13130,948,4406,532,3241,507,115,73,4907,782,24,37,70,65,367,140,32,22,335,133,89237,2831,59596,2759,205,128,712,352,107,89,59,68,26716,2493,1842,573,1383,476,459,243
86000US91335,91335,77952,2033,36399,1278,23373,1006,2086,472,69,68,9225,854,121,164,210,157,1315,311,78,63,1237,311,41553,1810,32020,1821,96,65,289,188,118,89,0,29,7893,1205,1137,405,786,315,351,213
86000US91340,91340,35455,1085,3468,554,1995,438,656,276,54,65,405,270,207,188,79,125,72,66,37,56,35,33,31987,1173,21766,1570,318,380,123,136,0,26,9,15,9035,1414,736,339,456,209,280,289
86000US91342,91342,91701,2031,22918,1105,12868,767,3368,748,392,224,5241,635,59,54,112,82,878,334,36,34,842,333,68783,2065,49954,2173,411,205,335,170,146,76,21,31,15822,1751,2094,525,1013,298,1081,375
86000US91343,91343,61976,1500,24654,945,12752,876,2280,536,27,23,8393,565,57,53,194,173,951,285,54,52,897,276,37322,1457,20543,1831,73,59,54,64,79,54,28,31,15712,1479,833,292,331,135,502,265
86000US91344,91344,53165,1716,37227,1217,24605,1244,2167,686,78,74,8218,776,190,207,54,62,1915,506,261,204,1654,465,15938,1359,9123,1076,56,52,46,49,122,88,14,23,5702,987,875,278,413,177,462,211
86000US91345,91345,18196,758,6029,482,3635,375,388,157,41,45,1784,376,0,19,40,56,141,94,9,14,132,90,12167,850,6862,924,8,12,75,86,109,96,0,19,4637,955,476,265,337,262,139,123
86000US91350,91350,35826,1088,26462,1080,20294,1039,714,234,57,42,3617,664,8,13,14,18,1758,411,2,7,1756,410,9364,860,6287,945,91,100,69,56,184,192,0,26,2210,615,523,159,318,134,205,95
86000US91351,91351,32433,1061,19225,936,14582,974,850,319,97,81,2268,447,19,27,73,63,1336,416,13,20,1323,418,13208,989,8692,1216,80,75,76,77,37,50,0,26,3474,1060,849,382,406,241,443,285
86000US91352,91352,46874,1304,13560,937,8637,724,940,377,74,88,3541,649,29,26,41,33,298,138,0,26,298,138,33314,1135,27265,1362,96,108,136,86,25,29,0,26,5091,820,701,230,414,196,287,150
86000US91354,91354,29034,1069,24339,983,16292,979,1356,636,0,23,5150,610,61,71,141,116,1339,302,41,49,1298,307,4695,637,3879,619,73,87,16,18,32,30,0,23,364,186,331,128,91,70,240,111
86000US91355,91355,33635,1003,26345,1197,20310,1064,551,233,38,59,3853,640,145,132,66,67,1382,364,0,26,1382,364,7290,849,5119,803,21,40,33,26,4,9,0,26,1362,453,751,342,317,197,434,294
86000US91356,91356,29847,1351,24286,1190,20095,1218,1166,385,67,92,1855,346,0,26,95,110,1008,293,37,42,971,292,5561,750,2350,487,41,52,16,23,47,68,0,26,2826,771,281,124,196,115,85,58
86000US91361,91361,20266,814,18494,748,16480,737,204,111,61,50,1166,284,14,23,0,23,569,241,53,68,516,232,1772,420,924,235,0,23,13,21,7,12,0,23,665,354,163,98,145,98,18,27
86000US91362,91362,35564,902,30370,856,25498,939,510,256,11,17,3348,433,38,49,22,36,943,271,0,26,943,271,5194,780,3150,669,47,67,25,38,13,20,5,8,1399,640,555,363,500,358,55,52
86000US91364,91364,26975,1093,23653,1088,19028,1044,1628,624,60,52,1942,467,7,12,18,20,970,312,0,23,970,312,3322,666,1769,579,62,66,50,51,34,27,0,23,1206,417,201,145,117,90,84,74
